price,status,area,price_per_sqft,property_type,locality,builder_name,rera_approval,bhk,society,company_name,flat_type,price_cr,price_segment,area_segment
52500000.0,Resale,3312,15851,Residential Plot In Reputed Builder Plot Sector 39,Sector 39,Property In Gurgaon,Not Approved By Rera,39,Reputed Builder Plot Sector 39,Reputed,Plot,5.25,Luxury,Ultra Large
8500000.0,Ready to Move,1079,7877,2 Bhk Apartment In Bptp Spacio,Sector 37D,Properties For Sale In Gurgaon,Not Approved By Rera,2,Bptp Spacio,BPTP,Apartment,0.85,Affordable,Medium
7500000.0,Ready to Move,815,9202,2 Bhk Apartment In Suncity Avenue 102,Sector 102,Seller,Not Approved By Rera,2,Suncity Avenue 102,Suncity,Apartment,0.75,Affordable,Compact
4500000.0,Ready to Move,920,4891,3 Bhk Apartment,Sector 3A,Home,Not Approved By Rera,3,Outside Socity,Outside,Plot,0.45,Affordable,Compact
4500000.0,Ready to Move,920,4891,3 Bhk Apartment,Sector 3A,Property In Gurgaon,Not Approved By Rera,3,Outside Socity,Outside,Plot,0.45,Affordable,Compact
4500000.0,Ready to Move,2000,2250,3 Bhk Apartment,Sector 3A,Properties For Sale In Gurgaon,Not Approved By Rera,3,Outside Socity,Outside,Plot,0.45,Affordable,Large
5600000.0,Ready to Move,1100,5090,3 Bhk Independent Floor,Sector 69,Seller,Not Approved By Rera,3,Outside Socity,Outside,Plot,0.56,Affordable,Medium
4500000.0,Ready to Move,2000,2250,3 Bhk Apartment,Sector 3A,Seller,Not Approved By Rera,3,Outside Socity,Outside,Plot,0.45,Affordable,Large
9231000.0,Under Construction,1211,7623,2 Bhk Apartment In Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,Approved By Rera,2,Signature Global City 79 B,Signature,Apartment,0.92,Affordable,Medium
13899999.999999998,Under Construction,2408,5784,3 Bhk Apartment In Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,Approved By Rera,3,Signature Global City 79 B,Signature,Apartment,1.39,Mid Range,Large
12100000.0,Under Construction,2035,5978,3 Bhk Apartment In Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,Approved By Rera,3,Signature Global City 79 B,Signature,Apartment,1.21,Mid Range,Large
11399999.999999998,Under Construction,1556,7372,3 Bhk Apartment In Signature Global City 79 B,Sector 79,Home,Approved By Rera,3,Signature Global City 79 B,Signature,Apartment,1.14,Mid Range,Medium
9786000.0,Under Construction,1566,6249,2 Bhk Apartment In Signature Global City 79 B,Sector 79,Property In Gurgaon,Approved By Rera,2,Signature Global City 79 B,Signature,Apartment,0.98,Affordable,Medium
13100000.0,Under Construction,1831,7170,3 Bhk Apartment In Signature Global City 79 B,Sector 79,Properties For Sale In Gurgaon,Approved By Rera,3,Signature Global City 79 B,Signature,Apartment,1.31,Mid Range,Medium
80100000.0,Under Construction,3956,20252,4 Bhk Apartment In Dlf The Arbour,Sector 63,Sharma Realtors Solution,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,8.01,Luxury,Ultra Large
79900000.0,Under Construction,3950,20253,4 Bhk Apartment In Dlf The Arbour,Sector 63,Sharma Realtors Solution,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,7.99,Luxury,Ultra Large
76900000.0,Under Construction,3800,20253,4 Bhk Apartment In Dlf The Arbour,Sector 63,Sharma Realtors Solution,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,7.69,Luxury,Ultra Large
76900000.0,Under Construction,3800,20253,4 Bhk Apartment In Dlf The Arbour,Sector 63,Sm Realty,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,7.69,Luxury,Ultra Large
17500000.0,Ready to Move,1405,12500,2 Bhk Apartment In Godrej Air Phase I,Sector 85,Sm Realty,Not Approved By Rera,2,Godrej Air Phase I,Godrej,Apartment,1.75,Mid Range,Medium
19500000.0,Ready to Move,1930,10103,3 Bhk Apartment In Dlf The Skycourt,Sector 86,Sm Realty,Not Approved By Rera,3,Dlf The Skycourt,DLF,Apartment,1.95,Mid Range,Medium
15900000.0,Ready to Move,1890,8412,3 Bhk Apartment In Ss The Coralwood,Sector 84,Sm Realty,Not Approved By Rera,3,Ss The Coralwood,SS,Apartment,1.59,Mid Range,Medium
16500000.0,Ready to Move,1890,8730,3 Bhk Apartment In Ss The Coralwood,Sector 84,Impex Estates India Private Limited,Not Approved By Rera,3,Ss The Coralwood,SS,Apartment,1.65,Mid Range,Medium
25000000.0,Ready to Move,2475,10101,4 Bhk Apartment In Bestech Park View Sanskruti,Sector 92,Impex Estates India Private Limited,Not Approved By Rera,4,Bestech Park View Sanskruti,Bestech,Apartment,2.5,Premium,Large
39500000.0,Under Construction,3051,12946,3 Bhk Apartment In Ganga Nandaka,Sector 84,Impex Estates India Private Limited,Approved By Rera,3,Ganga Nandaka,Ganga,Apartment,3.95,Premium,Ultra Large
12700000.0,Under Construction,1075,11813,2 Bhk Apartment In Signature Global City 81 Phase 2,Sector 81,Impex Estates India Private Limited,Approved By Rera,2,Signature Global City 81 Phase 2,Signature,Apartment,1.27,Mid Range,Medium
14000000.0,Under Construction,1190,11813,3 Bhk Apartment In Signature Global City 81 Phase 2,Sector 81,Impex Estates India Private Limited,Approved By Rera,3,Signature Global City 81 Phase 2,Signature,Apartment,1.4,Mid Range,Medium
19500000.0,Ready to Move,3800,5131,3 Bhk Apartment In Central Park Flower Valley,Sector 33 Sohna,Impex Estates India Private Limited,Not Approved By Rera,3,Central Park Flower Valley,Central,Apartment,1.95,Mid Range,Ultra Large
6000000.0,Ready to Move,900,6666,3 Bhk Apartment In Gls Avenue 51,Sector 92,Corvous India Infratech Pvt Ltd,Not Approved By Rera,3,Gls Avenue 51,GLS,Apartment,0.6,Affordable,Compact
19500000.0,Ready to Move,1550,12580,2 Bhk Apartment In Puri Emerald Bay,Sector 104,Corvous India Infratech Pvt Ltd,Not Approved By Rera,2,Puri Emerald Bay,Puri,Apartment,1.95,Mid Range,Medium
11000000.0,Under Construction,1190,9243,2 Bhk Apartment In Signature Global City 92 2,Sector 92,Urbankasa,Approved By Rera,2,Signature Global City 92 2,Signature,Apartment,1.1,Mid Range,Medium
9900000.0,Ready to Move,1366,7247,2 Bhk Apartment In M3M Woodshire,Sector 107,Yoga Reality,Not Approved By Rera,2,M3M Woodshire,M3M,Apartment,0.99,Affordable,Medium
11500000.0,Ready to Move,1470,7823,3 Bhk Apartment In Bptp Park Generation,Sector 37D,Home,Not Approved By Rera,3,Bptp Park Generation,BPTP,Apartment,1.15,Mid Range,Medium
43000000.0,Ready to Move,2720,15808,4 Bhk Apartment In Godrej Meridien,Sector 106,Property In Gurgaon,Not Approved By Rera,4,Godrej Meridien,Godrej,Apartment,4.3,Premium,Large
19000000.0,Ready to Move,2361,8047,3 Bhk Apartment In M3M Woodshire,Sector 107,Properties For Sale In Gurgaon,Not Approved By Rera,3,M3M Woodshire,M3M,Apartment,1.9,Mid Range,Large
49000000.0,Ready to Move,6300,7777,4 Bhk Independent Floor In Ansal Esencia,Sector 67,Sagar,Not Approved By Rera,4,Ansal Esencia,Ansal,Floor,4.9,Premium,Ultra Large
35000000.0,Ready to Move,1350,25925,3 Bhk Villa In Eros Rosewood Villas,Sector 49,Bhoomi Realtors,Not Approved By Rera,3,Eros Rosewood Villas,Eros,Villa,3.5,Premium,Medium
120000000.0,Ready to Move,6500,18461,5 Bhk Villa In Tata Raisina Residency,Sector 59,Bhoomi Realtors,Not Approved By Rera,5,Tata Rais,Tata,Villa,12.0,Luxury,Ultra Large
22500000.0,Ready to Move,2660,8458,3 Bhk Apartment In Bestech Park View Grand Spa,Sector 81,Nayra Realtors,Not Approved By Rera,3,Bestech Park View Grand Spa,Bestech,Apartment,2.25,Premium,Large
17000000.0,Ready to Move,1825,9315,3 Bhk Apartment In Godrej Icon,Sector 88A,Nayra Realtors,Not Approved By Rera,3,Godrej Icon,Godrej,Apartment,1.7,Mid Range,Medium
31000000.0,Ready to Move,3185,9733,4 Bhk Apartment In Bestech Park View Grand Spa,Sector 81,Keshri Real Tech,Not Approved By Rera,4,Bestech Park View Grand Spa,Bestech,Apartment,3.1,Premium,Ultra Large
14500000.0,Ready to Move,1572,9223,3 Bhk Apartment In Godrej 101,Sector 79,Sagar,Not Approved By Rera,3,Godrej 101,Godrej,Apartment,1.45,Mid Range,Medium
15000000.0,Ready to Move,1741,8615,2 Bhk Apartment In Ss The Leaf,Sector 85,Sagar,Not Approved By Rera,2,Ss The Leaf,SS,Apartment,1.5,Mid Range,Medium
35000000.0,Ready to Move,2000,17500,3 Bhk Apartment In Pioneer Park Ph 1,Sector 61,Sagar,Not Approved By Rera,3,Pioneer Park Ph 1,Pioneer,Apartment,3.5,Premium,Large
32500000.0,Ready to Move,3470,9368,3 Bhk Apartment In Bestech Park View Grand Spa,Sector 81,Sagar,Not Approved By Rera,3,Bestech Park View Grand Spa,Bestech,Apartment,3.25,Premium,Ultra Large
18000000.0,Ready to Move,1760,10227,3 Bhk Apartment In Paras Dews,Sector 106,Sagar,Not Approved By Rera,3,Paras Dews,Paras,Apartment,1.8,Mid Range,Medium
30000000.0,Ready to Move,2018,14866,3 Bhk Apartment In M3M Skycity,Sector 65,Angel Bricks,Not Approved By Rera,3,M3M Skycity,M3M,Apartment,3.0,Premium,Large
42500000.0,Ready to Move,2700,15740,3 Bhk Apartment In Adani Brahma Samsara Vilasa,Sector 63,Sagar,Not Approved By Rera,3,Adani Brahma Samsara Vilasa,Adani,Apartment,4.25,Premium,Large
135000000.0,Ready to Move,4670,28907,4 Bhk Apartment In Pioneer Araya,Sector 62,Sagar,Not Approved By Rera,4,Pioneer Araya,Pioneer,Apartment,13.5,Luxury,Ultra Large
26000000.0,Ready to Move,1800,14444,3 Bhk Independent Floor In Anant Raj The Estate Floors,Sector 63,Angel Bricks,Not Approved By Rera,3,Anant Raj The Estate Floors,Anant,Floor,2.6,Premium,Medium
18500000.0,Ready to Move,1836,10076,3 Bhk Independent Floor In Reputed Builder Sushant Lok 3,Sector 57,Angel Bricks,Not Approved By Rera,3,Reputed Builder Sushant Lok 3,Reputed,Floor,1.85,Mid Range,Medium
66000000.0,Under Construction,3416,19320,4 Bhk Apartment In Godrej Aristocrat,Sector 49,Sam Realtors,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,6.6,Luxury,Ultra Large
3000000.0,Ready to Move,450,6666,1 Bhk Apartment In Gls Avenue 51,Sector 92,Home,Not Approved By Rera,1,Gls Avenue 51,GLS,Apartment,0.3,Affordable,Compact
45000000.0,Under Construction,4500,10000,4 Bhk Independent Floor In Uppal Southend,Sector 49,Property In Gurgaon,Approved By Rera,4,Uppal Southend,Uppal,Floor,4.5,Premium,Ultra Large
46100000.0,Ready to Move,3969,11615,4 Bhk Independent Floor In Unitown Trehan Luxury Floor 63,Sector 63,Properties For Sale In Gurgaon,Not Approved By Rera,4,Unitown Trehan Luxury Floor 63,Unitown,Floor,4.61,Premium,Ultra Large
41000000.0,Ready to Move,3240,12654,4 Bhk Independent Floor In Unitech South City Ii,Sector 49,Yoga Reality,Not Approved By Rera,4,Unitech South City Ii,Unitech,Floor,4.1,Premium,Ultra Large
36800000.0,Ready to Move,2375,15494,3 Bhk Apartment In Tata Raisina Residency,Sector 59,Keshri Real Tech,Not Approved By Rera,3,Tata Rais,Tata,Apartment,3.68,Premium,Large
80000000.0,Ready to Move,6000,13333,6 Bhk Apartment In Tata Raisina Residency,Sector 59,Keshri Real Tech,Not Approved By Rera,6,Tata Rais,Tata,Apartment,8.0,Luxury,Ultra Large
15000000.0,Ready to Move,1480,10135,2 Bhk Apartment In Microtek Greenburg,Sector 86,Keshri Real Tech,Not Approved By Rera,2,Microtek Greenburg,Microtek,Apartment,1.5,Mid Range,Medium
20000000.0,Ready to Move,2230,8968,4 Bhk Apartment In Dlf New Town Heights,Sector 86,Keshri Real Tech,Not Approved By Rera,4,Dlf New Town Heights,DLF,Apartment,2.0,Premium,Large
75000000.0,Ready to Move,5000,15000,5 Bhk Villa,Kadarpur,Keshri Real Tech,Not Approved By Rera,5,Outside Socity,Outside,Plot,7.5,Luxury,Ultra Large
23000000.0,Ready to Move,1920,11979,3 Bhk Apartment In Ireo The Corridors,Sector 67,Sagar,Not Approved By Rera,3,Ireo The Corridors,Ireo,Apartment,2.3,Premium,Medium
32000000.0,Ready to Move,2300,13913,4 Bhk Apartment In Bestech Park View Spa Next,Sector 67,Sagar,Not Approved By Rera,4,Bestech Park View Spa Next,Bestech,Apartment,3.2,Premium,Large
21000000.0,Ready to Move,2366,8875,3 Bhk Apartment In Godrej 101,Sector 79,Angel Bricks,Not Approved By Rera,3,Godrej 101,Godrej,Apartment,2.1,Premium,Large
36000000.0,Ready to Move,2045,17603,3 Bhk Apartment In Ireo Skyon,Sector 60,Angel Bricks,Not Approved By Rera,3,Ireo Skyon,Ireo,Apartment,3.6,Premium,Large
22500000.0,Ready to Move,1508,14920,3 Bhk Apartment In Dhoot Time Residency,Sector 63,Angel Bricks,Not Approved By Rera,3,Dhoot Time Residency,Dhoot,Apartment,2.25,Premium,Medium
40500000.0,Under Construction,1946,20811,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Sagar,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,4.05,Premium,Medium
25000000.0,Under Construction,1831,13653,3 Bhk Apartment In Shapoorji Pallonji Joyville Phase 1,Sector 102,Homes Solution,Approved By Rera,3,Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment,2.5,Premium,Medium
43000000.0,Under Construction,2100,20476,3 Bhk Apartment In M3M Mansion,Sector 113,Homes Solution,Approved By Rera,3,M3M Mansion,M3M,Apartment,4.3,Premium,Large
12000000.0,Ready to Move,1550,7741,2 Bhk Apartment In Pareena Coban Residences,Sector 99A,Angel Bricks,Not Approved By Rera,2,Pareena Coban Residences,Pareena,Apartment,1.2,Mid Range,Medium
16900000.0,Ready to Move,2150,7860,3 Bhk Apartment In Pareena Express Heights,Sector 99A,Angel Bricks,Not Approved By Rera,3,Pareena Express Heights,Pareena,Apartment,1.69,Mid Range,Large
65000000.0,Ready to Move,2905,22375,4 Bhk Apartment In Tata Primanti,Sector 72,Angel Bricks,Not Approved By Rera,4,Tata Primanti,Tata,Apartment,6.5,Luxury,Large
32600000.0,Under Construction,1555,21000,3 Bhk Apartment In M3M M3M Crown,Sector 111,Home,Approved By Rera,3,M3M M3M Crown,M3M,Apartment,3.26,Premium,Medium
52699999.99999999,Under Construction,2510,21000,4 Bhk Apartment In M3M M3M Crown,Sector 111,Property In Gurgaon,Approved By Rera,4,M3M M3M Crown,M3M,Apartment,5.27,Luxury,Large
286000000.0,Under Construction,1300,220000,2 Bhk Apartment In M3M Capital,Sector 113,Properties For Sale In Gurgaon,Approved By Rera,2,M3M Capital,M3M,Apartment,28.6,Luxury,Medium
292600000.0,Under Construction,1330,220000,2 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,2,M3M Capital,M3M,Apartment,29.26,Luxury,Medium
453200000.0,Under Construction,2060,220000,4 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,4,M3M Capital,M3M,Apartment,45.32,Luxury,Large
366300000.0,Under Construction,1665,220000,3 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,3,M3M Capital,M3M,Apartment,36.63,Luxury,Medium
505500000.0,Under Construction,2298,220000,4 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,4,M3M Capital,M3M,Apartment,50.55,Luxury,Large
462000000.0,Under Construction,2100,220000,4 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,4,M3M Capital,M3M,Apartment,46.2,Luxury,Large
372900000.0,Under Construction,1695,220000,3 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,3,M3M Capital,M3M,Apartment,37.29,Luxury,Medium
452100000.0,Under Construction,2055,220000,4 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,4,M3M Capital,M3M,Apartment,45.21,Luxury,Large
288200000.0,Under Construction,1310,220000,2 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,2,M3M Capital,M3M,Apartment,28.82,Luxury,Medium
494700000.0,Under Construction,2249,220000,4 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,4,M3M Capital,M3M,Apartment,49.47,Luxury,Large
363000000.0,Under Construction,1650,220000,3 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,3,M3M Capital,M3M,Apartment,36.3,Luxury,Medium
374000000.0,Under Construction,1700,220000,3 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,3,M3M Capital,M3M,Apartment,37.4,Luxury,Medium
30800000.0,Under Construction,2090,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,3.08,Premium,Large
20900000.0,Under Construction,1420,14750,2 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved By Rera,2,M3M Golf Hills Phase 1,M3M,Apartment,2.09,Premium,Medium
38700000.0,Under Construction,2630,14750,4 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved By Rera,4,M3M Golf Hills Phase 1,M3M,Apartment,3.87,Premium,Large
27600000.0,Ready to Move,1370,20200,3 Bhk Apartment In Godrej Air,Sector 85,Empire Landbase,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,2.76,Premium,Medium
21000000.0,Ready to Move,1044,20200,2 Bhk Apartment In Godrej Air,Sector 85,Empire Landbase,Not Approved By Rera,2,Godrej Air,Godrej,Apartment,2.1,Premium,Medium
27700000.0,Ready to Move,1376,20200,3 Bhk Apartment In Godrej Air,Sector 85,Empire Landbase,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,2.77,Premium,Medium
26500000.0,Ready to Move,1313,20200,3 Bhk Apartment In Godrej Air,Sector 85,Home,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,2.65,Premium,Medium
39400000.0,Ready to Move,1951,20200,4 Bhk Apartment In Godrej Air,Sector 85,Property In Gurgaon,Not Approved By Rera,4,Godrej Air,Godrej,Apartment,3.94,Premium,Medium
39300000.0,Ready to Move,1950,20200,4 Bhk Apartment In Godrej Air,Sector 85,Properties For Sale In Gurgaon,Not Approved By Rera,4,Godrej Air,Godrej,Apartment,3.93,Premium,Medium
31900000.0,Ready to Move,1582,20200,3 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,3.19,Premium,Medium
37100000.0,Ready to Move,1841,20200,4 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,4,Godrej Air,Godrej,Apartment,3.71,Premium,Medium
26000000.0,Ready to Move,1292,20200,3 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,2.6,Premium,Medium
43000000.0,Ready to Move,2129,20200,3 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,4.3,Premium,Large
36900000.0,Ready to Move,1829,20200,3 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,3.69,Premium,Medium
52400000.0,Ready to Move,2599,20200,4 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,4,Godrej Air,Godrej,Apartment,5.24,Luxury,Large
30400000.0,Ready to Move,1507,20212,3 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,3.04,Premium,Medium
19900000.0,Ready to Move,990,20200,2 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,2,Godrej Air,Godrej,Apartment,1.99,Mid Range,Compact
28000000.0,Ready to Move,1390,20200,2 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,2,Godrej Air,Godrej,Apartment,2.8,Premium,Medium
25500000.0,Ready to Move,1263,20200,2 Bhk Apartment In Godrej Air,Sector 85,Akhilesh Sharma,Not Approved By Rera,2,Godrej Air,Godrej,Apartment,2.55,Premium,Medium
18400000.0,Under Construction,1171,15798,2 Bhk Apartment In M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved By Rera,2,M3M Antalya Hills,M3M,Apartment,1.84,Mid Range,Medium
17900000.0,Under Construction,1138,15817,2 Bhk Apartment In M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved By Rera,2,M3M Antalya Hills,M3M,Apartment,1.79,Mid Range,Medium
24200000.0,Under Construction,1528,15838,3 Bhk Apartment In M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved By Rera,3,M3M Antalya Hills,M3M,Apartment,2.42,Premium,Medium
24900000.000000004,Under Construction,1642,15225,3 Bhk Apartment In M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved By Rera,3,M3M Antalya Hills,M3M,Apartment,2.49,Premium,Medium
19000000.0,Under Construction,1213,15664,2 Bhk Apartment In M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved By Rera,2,M3M Antalya Hills,M3M,Apartment,1.9,Mid Range,Medium
23900000.0,Under Construction,1518,15810,3 Bhk Apartment In M3M Antalya Hills,Sector 79,Akhilesh Sharma,Approved By Rera,3,M3M Antalya Hills,M3M,Apartment,2.39,Premium,Medium
44100000.0,Under Construction,1464,30127,4 Bhk Apartment In Godrej Zenith,Sector 89,Akhilesh Sharma,Approved By Rera,4,Godrej Zenith,Godrej,Apartment,4.41,Premium,Medium
