sector,price,price_per_sqft,built_up_area,bedRoom,bathroom,property_type,latitude,longitude
sector 69,1.3,8447.0,1392.0,3.0,3.0,flat,28.3966,77.0341
sector 113,2.9,12620.0,2553.0,4.0,4.0,flat,28.5287,77.0233
sector 48,1.5,8787.0,1600.0,3.0,3.0,flat,28.4177,77.0359
sector 43,2.55,13178.0,1935.0,3.0,3.0,house,28.4629,77.0772
sector 63,8.5,21519.0,3950.0,4.0,4.0,flat,28.3971,77.0867
sector 108,0.65,4762.0,1235.0,2.0,2.0,flat,28.5134,76.983
sector 84,2.28,8769.0,2998.0,4.0,4.0,flat,28.3979,76.9736
sector 84,0.88,4822.0,1652.0,3.0,3.0,flat,28.3979,76.9736
sector 102,1.99,20665.0,1145.0,2.0,2.0,flat,28.475,76.9715
sector 37d,1.4,7731.0,1711.0,3.0,3.0,flat,28.4478,76.9703
sector 3,0.68,3875.0,1755.0,5.0,3.0,house,28.4909,77.0176
sector 92,0.71,5354.0,1473.0,3.0,3.0,flat,28.4079,76.9153
sector 25,3.7,17619.0,2333.0,4.0,4.0,flat,28.4844,77.086
sohna road,0.91,6801.0,1222.0,2.0,2.0,flat,,
sector 72,3.25,10545.0,2986.0,3.0,3.0,flat,28.4225,77.0211
sector 81,2.2,10476.0,1900.0,3.0,4.0,flat,28.3867,76.9485
sector 11,4.0,19753.0,2025.0,5.0,4.0,house,28.4531,77.0202
sector 70,1.78,9128.0,1765.0,3.0,3.0,flat,28.3968,77.0233
sector 37,0.99,5455.0,1400.0,3.0,5.0,flat,28.4375,76.9999
sector 56,2.95,20233.0,1458.0,2.0,2.0,house,28.4245,77.0991
sector 84,0.54,4459.0,1086.0,2.0,2.0,flat,28.3979,76.9736
sector 82,0.85,6538.0,1176.0,2.0,2.0,flat,28.3935,76.96
sector 95,0.6,5576.0,974.0,2.0,2.0,flat,28.4172,76.9081
sector 14,6.5,26000.0,2500.0,5.0,5.0,house,28.4711,77.0454
sector 2,1.0,8230.0,1215.0,3.0,7.0,house,28.5095,77.032
sector 95,0.45,6475.0,695.0,2.0,2.0,flat,28.4172,76.9081
sector 92,0.5,4237.0,1068.0,3.0,3.0,flat,28.4079,76.9153
sector 22,4.75,20068.0,2367.0,7.0,5.0,house,28.5072,77.064
sector 109,6.0,24691.0,2430.0,4.0,4.0,house,28.5073,77.0089
sector 60,2.12,15531.0,1350.0,2.0,2.0,flat,28.4003,77.0975
sector 86,1.59,8243.0,1700.0,3.0,3.0,flat,28.3986,76.9384
sector 25,6.5,36111.0,1800.0,4.0,4.0,house,28.4844,77.086
sector 66,1.7,13503.0,1072.0,2.0,2.0,flat,28.3925,77.0541
sector 108,2.6,15196.0,1711.0,3.0,3.0,flat,28.5134,76.983
sector 28,8.95,17900.0,5000.0,5.0,6.0,house,28.4728,77.0865
sector 92,1.44,7069.0,2267.0,4.0,4.0,flat,28.4079,76.9153
sector 22,2.55,13710.0,1860.0,3.0,3.0,flat,28.5072,77.064
sector 36,1.0,9901.0,1122.0,3.0,2.0,flat,28.416,76.9914
sector 48,4.95,20599.0,2403.0,7.0,7.0,house,28.4177,77.0359
sector 39,1.5,6383.0,2611.0,4.0,3.0,flat,28.4434,77.0515
sector 77,0.86,6408.0,1214.0,2.0,2.0,flat,28.3801,76.9845
sector 60,2.15,23344.0,1250.0,2.0,3.0,flat,28.4003,77.0975
sector 26,12.5,38580.0,3240.0,5.0,5.0,house,28.4757,77.1032
sohna road,0.65,5637.0,1043.0,2.0,2.0,flat,,
sector 70,2.35,9792.0,2667.0,4.0,4.0,flat,28.3968,77.0233
sector 85,1.11,6852.0,1630.0,2.0,2.0,flat,28.4042,76.9513
sector 25,4.25,31481.0,1350.0,3.0,2.0,house,28.4844,77.086
sector 65,2.25,13636.0,1600.0,3.0,3.0,flat,28.403,77.069
sector 83,0.78,6265.0,850.0,2.0,2.0,flat,28.3986,76.9647
sector 84,1.15,7497.0,1394.0,2.0,2.0,flat,28.3979,76.9736
sector 72,3.1,8486.0,3653.0,5.0,5.0,house,28.4225,77.0211
sector 91,2.0,6966.0,2468.0,4.0,4.0,flat,28.4014,76.9225
sector 70,1.64,8384.0,1527.0,3.0,5.0,flat,28.3968,77.0233
sector 9,0.94,6065.0,1722.0,3.0,3.0,flat,28.4603,77.0
sector 108,2.08,9905.0,2631.0,4.0,4.0,flat,28.5134,76.983
sector 81,0.89,8128.0,1095.0,1.0,1.0,house,28.3867,76.9485
sector 26,18.25,18250.0,11111.0,7.0,9.0,house,28.4757,77.1032
sector 85,2.13,7575.0,2600.0,4.0,4.0,flat,28.4042,76.9513
sector 92,0.65,4745.0,1240.0,3.0,2.0,flat,28.4079,76.9153
sector 63a,1.65,15264.0,978.0,2.0,2.0,flat,28.3923,77.0888
sector 25,9.9,29333.0,3375.0,5.0,5.0,house,28.4844,77.086
sector 25,10.0,37037.0,2700.0,5.0,6.0,house,28.4844,77.086
sector 102,2.05,9875.0,2250.0,3.0,4.0,flat,28.475,76.9715
sohna road,0.9,9464.0,1105.0,2.0,2.0,flat,,
sector 86,0.6,8000.0,833.0,3.0,2.0,flat,28.3986,76.9384
sector 108,3.95,16859.0,2343.0,3.0,4.0,flat,28.5134,76.983
sohna road,0.4,6689.0,762.0,2.0,2.0,flat,,
sector 86,0.9,5325.0,1690.0,3.0,3.0,flat,28.3986,76.9384
sector 71,0.37,7400.0,425.0,1.0,1.0,flat,28.4104,77.0281
sector 24,6.5,22855.0,2844.0,4.0,4.0,house,28.4939,77.1038
sector 92,1.25,5833.0,1939.0,4.0,4.0,flat,28.4079,76.9153
sector 56,4.0,26613.0,1503.0,4.0,4.0,house,28.4245,77.0991
sector 50,8.5,8500.0,11111.0,4.0,4.0,flat,28.4178,77.0628
sector 109,1.5,8571.0,1466.0,3.0,3.0,flat,28.5073,77.0089
sector 83,0.65,6190.0,950.0,2.0,2.0,flat,28.3986,76.9647
sector 70a,1.65,13074.0,1142.0,2.0,2.0,flat,,
sector 37d,1.72,7850.0,1983.0,3.0,3.0,flat,28.4478,76.9703
gwal pahari,1.28,9552.0,1489.0,3.0,3.0,flat,28.4484,77.021
sector 85,2.1,8721.0,2026.0,3.0,4.0,flat,28.4042,76.9513
sector 2,2.68,17213.0,1557.0,4.0,3.0,house,28.5095,77.032
sector 110,4.1,10567.0,3500.0,5.0,5.0,flat,28.5145,77.0197
sector 85,2.1,7468.0,2600.0,4.0,4.0,flat,28.4042,76.9513
sector 12,0.65,6190.0,1167.0,3.0,3.0,flat,28.4723,77.032
sector 66,12.0,38095.0,3150.0,5.0,6.0,house,28.3925,77.0541
sector 85,2.3,8179.0,2545.0,4.0,4.0,flat,28.4042,76.9513
sector 11,2.2,12222.0,1800.0,4.0,3.0,house,28.4531,77.0202
sector 109,1.4,8000.0,1584.0,3.0,3.0,flat,28.5073,77.0089
sector 37,0.85,5387.0,1442.0,2.0,3.0,flat,28.4375,76.9999
sector 69,1.38,8967.0,1392.0,3.0,3.0,flat,28.3966,77.0341
sector 70a,1.2,8451.0,1285.0,2.0,2.0,flat,,
sector 37d,1.02,6000.0,1538.0,3.0,2.0,flat,28.4478,76.9703
sector 85,2.14,7610.0,2300.0,4.0,4.0,flat,28.4042,76.9513
sector 60,2.82,12818.0,2400.0,3.0,3.0,flat,28.4003,77.0975
sector 106,6.3,15385.0,3797.0,5.0,6.0,flat,28.5007,77.0003
sector 67,4.5,14268.0,2854.0,4.0,4.0,flat,28.3859,77.0608
sector 57,2.5,11111.0,2036.0,3.0,3.0,flat,28.4232,77.0752
sector 67,2.65,12946.0,2047.0,3.0,3.0,flat,28.3859,77.0608
sector 102,0.45,8411.0,568.0,2.0,2.0,flat,28.475,76.9715
sohna road,0.49,4261.0,1150.0,2.0,2.0,house,,
sector 103,0.3,8287.0,402.0,1.0,2.0,flat,28.4949,76.9845
sector 111,0.5,14837.0,374.0,1.0,1.0,flat,28.5238,77.032
sector 69,2.0,10168.0,2186.0,4.0,4.0,flat,28.3966,77.0341
sector 91,3.6,14815.0,2430.0,4.0,4.0,house,28.4014,76.9225
sector 28,4.3,12421.0,3133.0,3.0,4.0,flat,28.4728,77.0865
sector 69,1.52,9632.0,1428.0,3.0,3.0,flat,28.3966,77.0341
sector 71,1.12,6215.0,1631.0,3.0,4.0,flat,28.4104,77.0281
sector 37d,1.5,8255.0,1686.0,3.0,3.0,flat,28.4478,76.9703
sector 81,0.89,8279.0,1194.0,2.0,2.0,flat,28.3867,76.9485
sector 66,12.0,38095.0,3150.0,5.0,6.0,house,28.3925,77.0541
sector 28,2.3,11819.0,1777.0,3.0,3.0,flat,28.4728,77.0865
sector 70a,5.4,20690.0,2610.0,4.0,5.0,house,,
sector 50,2.5,11945.0,1894.0,3.0,3.0,flat,28.4178,77.0628
sector 48,3.45,12778.0,3000.0,4.0,4.0,flat,28.4177,77.0359
sector 53,6.44,19003.0,3068.0,4.0,4.0,flat,28.4433,77.0948
sector 89,0.65,5196.0,1390.0,2.0,2.0,flat,28.4253,76.9439
sector 71,1.32,6019.0,1985.0,4.0,4.0,flat,28.4104,77.0281
sector 107,1.4,5930.0,2137.0,3.0,4.0,flat,28.5052,76.9729
sector 70,1.8,9231.0,2167.0,3.0,5.0,flat,28.3968,77.0233
sohna road,0.72,5990.0,1095.0,2.0,2.0,flat,,
sector 79,1.5,8264.0,1416.0,3.0,4.0,flat,28.3624,76.9787
sector 33,1.35,10385.0,1444.0,3.0,2.0,flat,28.442,77.0207
sector 85,1.83,7609.0,1925.0,3.0,4.0,flat,28.4042,76.9513
sector 107,0.29,5930.0,543.0,2.0,2.0,flat,28.5052,76.9729
sector 104,0.65,8519.0,848.0,3.0,2.0,flat,28.4788,76.996
sector 1,4.75,10556.0,4500.0,6.0,7.0,house,28.3663,76.9456
sector 36,4.1,15501.0,2820.0,3.0,4.0,flat,28.416,76.9914
sector 12,0.6,5660.0,1178.0,3.0,3.0,flat,28.4723,77.032
sector 90,0.7,5385.0,1176.0,2.0,2.0,flat,28.4085,76.9369
sector 86,1.3,8754.0,1339.0,2.0,2.0,flat,28.3986,76.9384
sector 43,8.44,16231.0,5000.0,4.0,5.0,flat,28.4629,77.0772
sector 99,3.25,9673.0,3041.0,4.0,4.0,flat,28.464,76.9614
sector 99,0.32,6107.0,473.0,2.0,2.0,flat,28.464,76.9614
sector 55,4.6,21296.0,2160.0,3.0,3.0,house,28.4281,77.11
sector 33,2.5,13270.0,2093.0,3.0,3.0,flat,28.442,77.0207
sohna road,0.25,5198.0,481.0,2.0,2.0,flat,,
sector 104,1.3,9028.0,1303.0,3.0,2.0,flat,28.4788,76.996
sector 67,2.85,12128.0,2127.0,4.0,4.0,flat,28.3859,77.0608
sector 14,3.5,18088.0,1935.0,6.0,4.0,house,28.4711,77.0454
sector 56,1.85,9024.0,2278.0,3.0,4.0,flat,28.4245,77.0991
sector 89,1.1,9973.0,1103.0,3.0,1.0,flat,28.4253,76.9439
sector 92,1.1,5348.0,2286.0,4.0,4.0,flat,28.4079,76.9153
sector 81,0.6,6667.0,814.0,2.0,2.0,flat,28.3867,76.9485
sector 108,0.9,7015.0,978.23,2.0,3.0,flat,28.5134,76.983
sector 25,9.0,28490.0,3159.0,10.0,10.0,house,28.4844,77.086
sector 109,2.2,9491.0,2576.0,3.0,3.0,flat,28.5073,77.0089
sector 2,1.4,7865.0,1611.0,3.0,3.0,flat,28.5095,77.032
sector 37,1.35,7143.0,1820.0,3.0,3.0,flat,28.4375,76.9999
sector 107,0.36,5980.0,598.0,2.0,2.0,flat,28.5052,76.9729
sector 22,4.7,19848.0,2368.0,6.0,6.0,house,28.5072,77.064
sector 103,2.2,7652.0,2602.0,4.0,6.0,flat,28.4949,76.9845
sector 4,0.65,11111.0,585.0,4.0,2.0,house,28.4738,77.0107
sector 33,1.2,14371.0,86.0,2.0,2.0,flat,28.442,77.0207
sector 109,6.2,25514.0,2430.0,5.0,5.0,house,28.5073,77.0089
sector 24,1.6,3292.0,540.0,8.0,5.0,house,28.4939,77.1038
sohna road,0.35,5600.0,694.0,2.0,2.0,flat,,
sector 66,18.0,40000.0,4500.0,5.0,6.0,house,28.3925,77.0541
sector 90,1.25,7167.0,1578.0,3.0,3.0,flat,28.4085,76.9369
sector 84,1.05,6774.0,1610.0,3.0,3.0,flat,28.3979,76.9736
sector 5,0.96,10000.0,945.0,2.0,4.0,house,28.4794,77.0176
sector 99,0.5,8518.0,652.0,2.0,1.0,flat,28.464,76.9614
sector 89,0.86,7797.0,998.0,2.0,3.0,flat,28.4253,76.9439
sector 37,1.27,7232.0,1595.0,3.0,3.0,flat,28.4375,76.9999
sector 113,2.57,15576.0,2060.0,4.0,5.0,flat,28.5287,77.0233
sector 81,2.35,8835.0,2513.0,3.0,4.0,flat,28.3867,76.9485
sector 83,1.3,11872.0,1387.0,3.0,3.0,flat,28.3986,76.9647
sector 82,0.89,8847.0,1202.0,2.0,2.0,flat,28.3935,76.96
sector 102,1.85,9136.0,2250.0,3.0,3.0,flat,28.475,76.9715
sector 112,3.75,13383.0,2536.0,3.0,5.0,flat,28.5189,77.0183
sector 45,4.49,24455.0,1836.0,3.0,9.0,house,28.4466,77.066
sector 74,1.57,11002.0,1300.0,2.0,2.0,flat,28.4158,77.0118
sector 3,1.3,9003.0,1604.0,2.0,2.0,flat,28.4909,77.0176
sector 46,4.5,24390.0,1845.0,6.0,6.0,house,28.4374,77.0586
sector 69,1.68,8358.0,1819.0,4.0,4.0,flat,28.3966,77.0341
sector 24,10.0,25543.0,3915.0,8.0,10.0,house,28.4939,77.1038
sector 70a,1.6,8658.0,1600.0,4.0,4.0,flat,,
sector 47,2.15,10307.0,1950.0,3.0,4.0,flat,28.4276,77.0492
sohna road,0.78,5420.0,1319.0,2.0,2.0,flat,,
sector 109,1.6,9169.0,1550.0,3.0,3.0,flat,28.5073,77.0089
sector 66,19.0,31667.0,6667.0,5.0,6.0,house,28.3925,77.0541
sector 92,0.68,5239.0,1442.0,3.0,3.0,flat,28.4079,76.9153
sector 82,0.78,5932.0,1175.0,2.0,2.0,flat,28.3935,76.96
sector 59,5.0,13058.0,4254.0,4.0,4.0,flat,28.4051,77.1097
sector 7,0.48,6000.0,889.0,3.0,2.0,flat,28.4644,77.0143
sector 84,1.15,7497.0,1361.0,2.0,2.0,flat,28.3979,76.9736
sector 37d,1.1,8800.0,1389.0,3.0,3.0,flat,28.4478,76.9703
sector 70,1.75,8974.0,1950.0,3.0,4.0,flat,28.3968,77.0233
sector 50,1.4,10174.0,1245.0,3.0,3.0,flat,28.4178,77.0628
sector 69,1.72,8731.0,1783.0,4.0,4.0,flat,28.3966,77.0341
sector 37d,1.16,7537.0,1535.0,1.0,1.0,house,28.4478,76.9703
sector 65,2.8,16970.0,1650.0,4.0,4.0,flat,28.403,77.069
sector 86,1.56,8087.0,1580.0,3.0,4.0,flat,28.3986,76.9384
manesar,0.73,3559.0,1705.0,3.0,3.0,flat,28.3515,76.9428
sector 50,11.95,36883.0,3240.0,3.0,3.0,house,28.4178,77.0628
sector 17,3.5,24306.0,1440.0,2.0,5.0,house,28.4791,77.0608
sector 37d,1.71,7805.0,2191.0,3.0,3.0,flat,28.4478,76.9703
sector 4,0.46,5111.0,1000.0,2.0,2.0,flat,28.4738,77.0107
sector 2,2.75,17662.0,1557.0,3.0,3.0,house,28.5095,77.032
sector 15,1.6,11034.0,1611.0,3.0,3.0,flat,28.4621,77.0464
sector 63a,0.42,7407.0,630.0,3.0,2.0,flat,28.3923,77.0888
sector 110,3.3,9851.0,3032.0,4.0,5.0,flat,28.5145,77.0197
sector 109,1.75,8140.0,1946.0,3.0,4.0,flat,28.5073,77.0089
sector 86,0.95,5621.0,1878.0,3.0,2.0,flat,28.3986,76.9384
sector 37d,1.77,8079.0,2025.0,4.0,3.0,flat,28.4478,76.9703
sector 4,0.7,10234.0,684.0,3.0,2.0,house,28.4738,77.0107
sector 26,3.25,3681.0,8829.0,3.0,3.0,house,28.4757,77.1032
sector 102,1.7,11333.0,1700.0,3.0,4.0,flat,28.475,76.9715
sector 70a,1.04,7172.0,1611.0,3.0,3.0,house,,
sector 89,0.8,6168.0,1441.0,2.0,2.0,flat,28.4253,76.9439
sector 81,4.5,10714.0,3801.0,4.0,6.0,flat,28.3867,76.9485
sector 107,0.82,6003.0,1236.0,2.0,2.0,flat,28.5052,76.9729
sector 70a,1.25,9905.0,1402.0,2.0,2.0,flat,,
sector 62,9.14,19488.0,3932.0,4.0,6.0,flat,28.4139,77.0886
sector 37d,0.8,5797.0,1300.0,2.0,2.0,flat,28.4478,76.9703
sector 86,0.82,6029.0,1300.0,2.0,2.0,flat,28.3986,76.9384
sector 49,1.9,10526.0,1600.0,3.0,3.0,flat,28.4121,77.048
sohna road,0.93,7294.0,1000.0,2.0,2.0,flat,,
sector 79,0.8,5267.0,1688.0,2.0,2.0,flat,28.3624,76.9787
sector 70,2.1,8750.0,2114.0,4.0,5.0,flat,28.3968,77.0233
sohna road,0.27,4600.0,521.0,2.0,2.0,flat,,
sector 81,0.95,10626.0,1112.0,2.0,2.0,flat,28.3867,76.9485
sector 56,1.54,8324.0,1900.0,3.0,4.0,flat,28.4245,77.0991
sector 10,0.9,7081.0,1086.0,2.0,2.0,flat,28.4537,77.0009
sector 82,1.3,6379.0,1774.0,4.0,4.0,flat,28.3935,76.96
sector 79,1.1,5641.0,2167.0,3.0,3.0,flat,28.3624,76.9787
sector 22,2.0,14493.0,1533.0,2.0,2.0,flat,28.5072,77.064
sector 2,0.95,6714.0,1281.0,2.0,2.0,flat,28.5095,77.032
sector 55,1.44,9600.0,1700.0,3.0,3.0,flat,28.4281,77.11
sector 92,0.42,6562.0,711.0,3.0,3.0,flat,28.4079,76.9153
sector 70,1.23,9111.0,1222.0,2.0,2.0,flat,28.3968,77.0233
sector 49,1.95,9974.0,1633.0,3.0,3.0,flat,28.4121,77.048
sector 109,1.4,8000.0,1466.0,3.0,3.0,flat,28.5073,77.0089
sector 57,9.25,16577.0,5580.0,5.0,5.0,house,28.4232,77.0752
sector 25,4.5,33333.0,1350.0,5.0,3.0,house,28.4844,77.086
sector 37d,0.8,8889.0,1310.0,2.0,2.0,flat,28.4478,76.9703
sector 79,1.85,8605.0,1946.0,3.0,4.0,flat,28.3624,76.9787
sector 95,0.55,5500.0,866.0,3.0,2.0,flat,28.4172,76.9081
sector 109,8.48,23556.0,3600.0,4.0,6.0,house,28.5073,77.0089
sector 67,3.49,12998.0,2724.0,3.0,3.0,flat,28.3859,77.0608
sector 17,6.95,15444.0,3500.0,4.0,4.0,house,28.4791,77.0608
sector 33,1.4,15119.0,113.0,3.0,2.0,flat,28.442,77.0207
sector 71,1.0,6734.0,1344.0,3.0,3.0,flat,28.4104,77.0281
sector 56,2.1,8750.0,2200.0,3.0,4.0,flat,28.4245,77.0991
sector 85,2.13,7575.0,2600.0,4.0,4.0,flat,28.4042,76.9513
sector 63,7.52,18999.0,3956.0,4.0,4.0,flat,28.3971,77.0867
sector 37,1.26,7250.0,1400.0,3.0,3.0,flat,28.4375,76.9999
sector 56,1.59,8595.0,1900.0,4.0,3.0,flat,28.4245,77.0991
sector 92,0.85,4877.0,1743.0,4.0,4.0,house,28.4079,76.9153
sector 92,0.7,5556.0,140.0,3.0,3.0,flat,28.4079,76.9153
sector 56,2.05,7885.0,2500.0,4.0,4.0,flat,28.4245,77.0991
sector 41,2.75,16768.0,1640.0,3.0,3.0,flat,28.4557,77.0632
sector 49,1.98,9074.0,1750.75,3.0,4.0,flat,28.4121,77.048
sector 109,9.5,26389.0,3600.0,7.0,6.0,house,28.5073,77.0089
sector 72,3.5,11427.0,2625.0,4.0,5.0,flat,28.4225,77.0211
sector 55,3.55,24500.0,1449.0,4.0,4.0,house,28.4281,77.11
sector 89,0.86,7797.0,1226.0,2.0,3.0,flat,28.4253,76.9439
sector 28,2.2,12500.0,1956.0,3.0,4.0,flat,28.4728,77.0865
sector 88a,0.45,7188.0,695.0,2.0,2.0,flat,28.4347,76.9557
sohna road,0.69,5100.0,1350.0,2.0,2.0,flat,,
sector 110,0.34,6800.0,500.0,1.0,1.0,house,28.5145,77.0197
sector 67,2.95,12110.0,2236.0,3.0,3.0,flat,28.3859,77.0608
sector 67,3.5,14583.0,2490.0,3.0,4.0,flat,28.3859,77.0608
sector 33,2.1,11738.0,1619.0,3.0,3.0,flat,28.442,77.0207
manesar,1.2,6504.0,1670.0,3.0,4.0,flat,28.3515,76.9428
sector 89,1.1,7097.0,1550.0,3.0,2.0,flat,28.4253,76.9439
sector 67a,1.4,9434.0,1149.0,2.0,2.0,flat,28.396,77.0372
sector 69,1.55,9639.0,1455.0,3.0,3.0,flat,28.3966,77.0341
manesar,0.64,4194.0,1696.0,3.0,2.0,flat,28.3515,76.9428
sector 43,5.5,28424.0,1935.0,1.0,1.0,house,28.4629,77.0772
sector 71,1.1,6790.0,1466.0,3.0,3.0,flat,28.4104,77.0281
sector 33,1.3,8349.0,1409.0,3.0,2.0,flat,28.442,77.0207
sector 25,6.6,36667.0,1800.0,6.0,7.0,house,28.4844,77.086
sector 31,4.25,26235.0,1620.0,5.0,5.0,house,28.4528,77.0498
sector 70a,0.92,7751.0,1319.0,2.0,3.0,house,,
sohna road,0.4,6421.0,615.0,2.0,2.0,flat,,
sector 90,1.15,6326.0,1645.0,3.0,3.0,flat,28.4085,76.9369
sector 14,2.2,12500.0,1956.0,3.0,4.0,flat,28.4711,77.0454
sector 89,1.0,9033.0,1230.0,2.0,2.0,flat,28.4253,76.9439
sector 79,1.9,9000.0,2389.0,3.0,4.0,flat,28.3624,76.9787
sector 81,2.2,10461.0,1570.0,3.0,3.0,flat,28.3867,76.9485
sector 90,1.78,8040.0,2005.0,4.0,4.0,flat,28.4085,76.9369
sector 43,2.45,7756.0,540.0,4.0,4.0,house,28.4629,77.0772
sector 61,2.45,15796.0,1223.0,3.0,3.0,flat,28.405,77.0963
sector 99,0.31,5905.0,583.0,2.0,2.0,flat,28.464,76.9614
sector 90,0.7,4614.0,1224.0,2.0,2.0,flat,28.4085,76.9369
sector 106,1.35,8940.0,1678.0,4.0,3.0,flat,28.5007,77.0003
sector 109,5.75,16429.0,4800.0,4.0,4.0,house,28.5073,77.0089
sector 90,1.25,6477.0,1700.0,3.0,3.0,flat,28.4085,76.9369
sector 3,3.5,9211.0,3800.0,1.0,1.0,house,28.4909,77.0176
sector 99,0.27,5602.0,538.0,2.0,2.0,flat,28.464,76.9614
sector 112,3.75,13383.0,2225.56,3.0,3.0,flat,28.5189,77.0183
sector 74,1.54,11000.0,1200.0,2.0,2.0,flat,28.4158,77.0118
sector 4,0.58,9619.0,67.0,2.0,2.0,house,28.4738,77.0107
sector 72,5.25,15648.0,3000.0,4.0,4.0,flat,28.4225,77.0211
sector 2,3.65,23443.0,1557.0,3.0,9.0,house,28.5095,77.032
sector 110,1.8,8815.0,1850.0,3.0,3.0,flat,28.5145,77.0197
sector 6,0.85,7727.0,1222.0,2.0,2.0,house,28.4745,77.0262
manesar,0.75,3067.0,2717.0,3.0,4.0,flat,28.3515,76.9428
sector 2,5.2,10000.0,5200.0,4.0,5.0,house,28.5095,77.032
sector 107,0.9,6589.0,1236.0,2.0,2.0,flat,28.5052,76.9729
sector 90,1.25,7340.0,1541.0,3.0,3.0,flat,28.4085,76.9369
sector 50,7.0,32407.0,2160.0,4.0,4.0,house,28.4178,77.0628
sector 50,12.0,37037.0,3240.0,5.0,6.0,house,28.4178,77.0628
sector 86,1.25,7396.0,1529.0,3.0,2.0,flat,28.3986,76.9384
sector 65,2.36,14303.0,1524.0,3.0,3.0,flat,28.403,77.069
sector 86,1.05,5541.0,1715.0,3.0,3.0,flat,28.3986,76.9384
sector 52,1.76,7243.0,2199.0,4.0,4.0,flat,28.4379,77.0785
sector 81,1.1,6687.0,1319.0,3.0,2.0,flat,28.3867,76.9485
sector 92,0.8,6033.0,1473.0,3.0,2.0,flat,28.4079,76.9153
sector 83,0.6,5714.0,990.0,2.0,2.0,flat,28.3986,76.9647
sector 85,0.93,5671.0,1587.0,3.0,3.0,flat,28.4042,76.9513
sector 48,6.4,23704.0,2700.0,4.0,4.0,house,28.4177,77.0359
sector 102,1.45,8788.0,1493.0,3.0,3.0,flat,28.475,76.9715
sector 85,1.18,10727.0,1700.0,2.0,2.0,flat,28.4042,76.9513
sector 46,3.5,21605.0,1620.0,4.0,4.0,house,28.4374,77.0586
sector 83,1.7,7870.0,2160.0,3.0,3.0,house,28.3986,76.9647
sector 95,0.55,4867.0,1256.0,2.0,2.0,flat,28.4172,76.9081
sector 102,0.96,10492.0,828.0,2.0,2.0,flat,28.475,76.9715
sohna road,0.35,5564.0,699.0,2.0,2.0,flat,,
sector 70,5.0,10417.0,5333.0,6.0,7.0,flat,28.3968,77.0233
sector 5,0.55,5000.0,1100.0,2.0,1.0,house,28.4794,77.0176
sector 33,1.2,8043.0,1492.0,2.0,2.0,flat,28.442,77.0207
sector 74,2.2,10902.0,1826.0,3.0,3.0,flat,28.4158,77.0118
sector 77,1.35,7781.0,1451.0,3.0,3.0,flat,28.3801,76.9845
sector 33,1.2,13363.0,85.0,2.0,2.0,flat,28.442,77.0207
sector 36,0.72,6660.0,978.0,3.0,2.0,flat,28.416,76.9914
sector 12,0.7,6034.0,1160.0,3.0,3.0,house,28.4723,77.032
sector 69,1.43,8888.0,1455.0,3.0,3.0,flat,28.3966,77.0341
sohna road,0.22,4603.0,477.809521,1.0,1.0,flat,,
sector 65,5.2,17456.0,2696.0,3.0,3.0,flat,28.403,77.069
sector 88a,1.3,7259.0,1990.0,3.0,3.0,flat,28.4347,76.9557
sector 69,0.62,12863.0,536.0,2.0,2.0,flat,28.3966,77.0341
sector 95,0.33,3910.0,694.0,2.0,2.0,flat,28.4172,76.9081
sector 21,0.8,7080.0,1256.0,2.0,2.0,flat,28.5134,77.0723
sector 43,6.5,22109.0,2661.0,4.0,5.0,flat,28.4629,77.0772
sector 26,20.0,44444.0,4500.0,5.0,7.0,house,28.4757,77.1032
sector 37,0.86,5450.0,1442.0,2.0,3.0,flat,28.4375,76.9999
dwarka expressway,1.2,6186.0,1940.0,3.0,3.0,flat,,
sohna road,0.46,6479.0,789.0,2.0,2.0,flat,,
sector 2,6.0,20000.0,3000.0,4.0,4.0,house,28.5095,77.032
sector 65,5.4,18127.0,2696.0,3.0,4.0,flat,28.403,77.069
sector 95,0.26,6032.0,406.0,1.0,1.0,flat,28.4172,76.9081
sector 83,0.65,9286.0,700.0,1.0,1.0,flat,28.3986,76.9647
sector 66,3.9,18634.0,2200.0,3.0,4.0,flat,28.3925,77.0541
sector 7,3.1,13778.0,2250.0,3.0,3.0,house,28.4644,77.0143
sohna road,1.55,14720.0,1053.0,2.0,3.0,house,,
sector 108,10.5,14323.0,7331.0,5.0,4.0,house,28.5134,76.983
sector 79,1.0,6653.0,1300.0,2.0,2.0,flat,28.3624,76.9787
sector 82,1.16,6988.0,1844.0,3.0,3.0,flat,28.3935,76.96
sector 72,5.0,11111.0,4500.0,4.0,4.0,flat,28.4225,77.0211
sector 38,4.0,21786.0,1836.0,6.0,6.0,house,28.4347,77.043
sector 68,1.2,9002.0,982.0,2.0,2.0,flat,28.3853,77.0484
sector 86,1.58,8191.0,1750.0,3.0,3.0,flat,28.3986,76.9384
sector 89,0.8,4819.0,1502.0,2.0,3.0,flat,28.4253,76.9439
sohna road,0.85,7863.0,1080.0,3.0,2.0,flat,,
sector 69,1.4,8917.0,1419.0,3.0,3.0,flat,28.3966,77.0341
sector 2,1.15,19360.0,594.0,3.0,3.0,house,28.5095,77.032
sector 56,1.39,7228.0,1738.0,3.0,3.0,flat,28.4245,77.0991
sector 62,9.2,19944.0,3867.0,4.0,6.0,flat,28.4139,77.0886
